gtd_gname,year,suicide,name,base,cow_id1,tios_groupid,gtd_countrycode,marob_orgid,acled_name1,acled_name2,acled_name3,acled_name4,acled_name5,acled_name6,acled_name7,acled_name8,groupid,church,clinic,court,cultural,financial,foodbank,hospital,loan,madrassa,medic,medical,microloan,militia,minister,mosque,news,party,police,radio,reconstruction,school,septic,shadow,social,sport,teacher,trash,religion,infrastructure,health,education,finance,security,religionmean,infrastructuremean,healthmean,educationmean,financemean,securitymean,socialmean,total,totalmean,churchdich,madrassadich,ministerdich,mosquedich,reconstructiondich,septicdich,trashdich,clinicdich,hospitaldich,medicdich,schooldich,teacherdich,loandich,microloandich,militiadich,culturaldich,socialdich,sportdich,courtdich,newsdich,radiodich,eduhealthdiversity,numgroups,educationdich,healthdich,totdivcount,society,societymean,artcount,words,sentences
Lashkar-e-Taiba (LeT),2007,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,5,1,98,0,0,0,0,0,2,28,0,0,0,0,0,110,0,0,2,0,35,0,5,21362,2,2,0,7,0,29,37,0,0,1.4,0.0,9.666667,18.5,0.0,0,7120.6665,21439,1071.95,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,3,21,1,1,11,21364,7121.3335,98,98590,3530
Lashkar-e-Taiba (LeT),2008,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,0,12,54,0,0,0,0,2,31,23,0,0,11,0,0,534,0,0,17,0,161,0,9,8411,14,20,0,31,0,35,181,2,11,6.1999998,0.0,11.666667,90.5,1.0,11,2803.6667,8690,434.5,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,19,1,1,12,8425,2808.3333,539,518946,19025
Lashkar-e-Taiba (LeT),2009,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,2,2,238,0,0,0,0,3,11,8,0,0,20,0,0,283,0,0,7,0,102,0,13,15428,78,23,0,13,0,10,125,3,20,2.5999999,0.0,3.3333333,62.5,1.5,20,5142.6665,15687,784.34998,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,18,1,1,13,15506,5168.6665,330,338999,12370
Lashkar-e-Taiba (LeT),2010,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,3,7,147,0,0,0,0,2,11,39,0,0,5,0,0,194,0,0,11,0,60,0,6,13155,35,6,0,14,0,46,66,2,5,2.8,0.0,15.333332999999998,33.0,1.0,5,4385.0,13326,666.2999900000001,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,18,1,1,13,13190,4396.6665,301,314081,11495
Lashkar-e-Taiba (LeT),2011,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,0,4,101,0,0,0,0,2,11,10,0,0,10,0,0,118,0,0,14,0,37,0,15,929,3,2,0,11,0,14,39,2,10,2.2,0.0,4.6666665,19.5,1.0,10,309.66666000000004,1012,50.599998,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,17,1,1,12,932,310.66666000000004,156,179443,6703
Lashkar-e-Taiba (LeT),2012,1,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,1,6,100,0,0,0,0,0,0,2,0,0,0,0,0,97,0,0,1,0,19,0,3,17189,8,10,0,1,0,8,29,0,0,0.2,0.0,2.6666667,14.5,0.0,0,5729.6665,17236,861.7999900000001,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,3,18,1,1,10,17197,5732.3335,100,109055,3716
Lashkar-e-Taiba (LeT),2013,1,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,0,0,35,0,0,0,0,0,4,5,0,0,2,0,0,25,0,0,0,0,16,0,1,19060,1,9,0,4,0,5,25,0,2,0.80000001,0.0,1.6666666,12.5,0.0,2,6353.3335,19102,955.0999800000001,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,2,10,1,0,9,19061,6353.6665,36,37901,1375
Laskar Jihad,2001,0,Laskar Jihad,Indonesia,850,14.0,93,,,,,,,,,,14,99,4,26,0,0,0,0,4,7,14,0,0,65,0,0,133,0,0,10,0,42,0,5,4434,7,22,1,106,1,18,64,4,65,21.200001,0.33333334,6.0,32.0,2.0,65,1478.0,4701,235.05,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,5,1,1,14,4441,1480.3334,190,183778,7270
Laskar Jihad,2002,0,Laskar Jihad,Indonesia,850,14.0,93,,,,,,,,,,14,104,8,165,0,0,0,0,8,12,13,0,0,166,0,0,453,0,0,64,0,191,1,9,13155,25,50,3,116,4,21,241,8,166,23.200001,1.3333334,7.0,120.5,4.0,166,4385.0,13749,687.4500099999999,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,6,1,1,15,13180,4393.3335,489,461100,17243
Lebanese Armed Revolutionary Faction (LARF),1982,0,Lebanese Armed Revolutionary Faction,Lebanon,660,159.0,110,,,,,,,,,,159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,4,0,0,1320,0,0,0,2,0,0,4,0,0,0.40000001,0.0,0.0,2.0,0.0,0,440.0,1326,66.300003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,6,1,0,5,1320,440.0,10,5629,260
Lebanese Armed Revolutionary Faction (LARF),1984,0,Lebanese Armed Revolutionary Faction,Lebanon,660,159.0,110,,,,,,,,,,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.33333334,0.0,0.0,0,0.33333334,2,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,1,0.33333334,1,838,33
Lebanese Armed Revolutionary Faction (LARF),1985,0,Lebanese Armed Revolutionary Faction,Lebanon,660,159.0,110,,,,,,,,,,159,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,65.333336,197,9.8500004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,7,0,0,4,196,65.333336,8,3792,116
Lebanese Liberation Front,1987,0,Lebanese Liberation Front,Lebanon,660,317.0,110,,,,,,,,,,317,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,5,0.66666669,7,0.34999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9,0,0,3,2,0.66666669,3,1300,44
Lebanese National Resistance Front,1983,0,Lebanese National Resistance Front,Lebanon,660,343.0,110,,,,,,,,,,343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,8,0,1,0,0,14095,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,1,4698.3335,14097,704.84998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,5,14095,4698.3335,12,4751,157
Lebanese National Resistance Front,1984,0,Lebanese National Resistance Front,Lebanon,660,343.0,110,,,,,,,,,,343,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,6,0,0,0,0,14800,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,13,4933.3335,14813,740.65002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,14800,4933.3335,8,4985,179
Lebanese National Resistance Front,1985,3,Lebanese National Resistance Front,Lebanon,660,343.0,110,,,,,,,,,,343,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,30,0,2,0,0,5033,0,0,0,0,0,0,2,0,5,0.0,0.0,0.0,1.0,0.0,5,1677.6666,5040,252.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,6,5033,1677.6666,16,12087,443
Lebanese National Resistance Front,1987,0,Lebanese National Resistance Front,Lebanon,660,343.0,110,,,,,,,,,,343,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4434,1,0,0,1,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0,1478.0,4436,221.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,6,4435,1478.3334,8,2999,106
Lebanese National Resistance Front,1988,0,Lebanese National Resistance Front,Lebanon,660,343.0,110,,,,,,,,,,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13888,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4629.3335,13888,694.40002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,13888,4629.3335,2,344,11
Lebanese National Resistance Front,1990,0,Lebanese National Resistance Front,Lebanon,660,343.0,110,,,,,,,,,,343,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,2,0,4,0,0,12589,0,0,0,1,0,1,4,0,2,0.2,0.0,0.33333334,2.0,0.0,2,4196.3335,12597,629.84998,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,2,0,1,1,7,12589,4196.3335,9,4010,136
Lebanese National Resistance Front,1991,0,Lebanese National Resistance Front,Lebanon,660,343.0,110,,,,,,,,,,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18453,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6151.0,18453,922.6500199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,18453,6151.0,1,553,20
Liberation Battalion,1987,0,Liberation Battalion,Lebanon,660,97.0,110,,,,,,,,,,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21362,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,7120.6665,21362,1068.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,2,21362,7120.6665,5,1329,39
Liberation Tigers of Tamil Eelam (LTTE),1979,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18453,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6151.0,18453,922.6500199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,18453,6151.0,1,152,4
Liberation Tigers of Tamil Eelam (LTTE),1983,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,7505,1,0,0,0,0,0,3,0,0,0.0,0.0,0.0,1.5,0.0,0,2501.6667,7509,375.45001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,6,7506,2502.0,22,21432,885
Liberation Tigers of Tamil Eelam (LTTE),1984,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,8,0,6,0,1,12589,0,0,0,1,0,1,6,0,0,0.2,0.0,0.33333334,3.0,0.0,0,4196.3335,12597,629.84998,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,2,1,0,7,12589,4196.3335,52,32802,1237
Liberation Tigers of Tamil Eelam (LTTE),1985,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,5,0,1,0,0,0,0,0,0,2,0,0,1,0,0,32,0,0,12,0,5,0,1,5855,1,0,0,5,0,2,5,0,1,1.0,0.0,0.66666669,2.5,0.0,1,1951.6666,5872,293.60001,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,2,1,0,9,5856,1952.0,98,47043,1705
Liberation Tigers of Tamil Eelam (LTTE),1986,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,1,0,10,0,0,0,0,1,0,4,0,0,9,0,0,103,0,0,47,0,16,0,0,13888,3,2,0,1,0,4,18,1,9,0.2,0.0,1.3333334,9.0,0.5,9,4629.3335,13935,696.75,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,2,1,0,11,13891,4630.3335,242,125938,4490
Liberation Tigers of Tamil Eelam (LTTE),1987,1,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,33,8,69,0,0,0,0,8,0,54,0,0,23,0,0,585,0,0,183,0,84,0,4,8411,15,13,0,33,0,62,97,8,23,6.599999900000001,0.0,20.666666,48.5,4.0,23,2803.6667,8666,433.29999000000004,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,8426,2808.6667,1154,584532,21096
Liberation Tigers of Tamil Eelam (LTTE),1988,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,5,5,37,0,0,0,0,0,0,5,0,0,4,0,0,160,0,0,23,0,24,0,4,1321,4,2,1,5,1,10,26,0,4,1.0,0.33333334,3.3333333,13.0,0.0,4,440.33334,1380,69.0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,3,2,1,1,12,1325,441.66666,362,174490,6412
Liberation Tigers of Tamil Eelam (LTTE),1989,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,5,0,16,0,0,0,0,3,0,3,0,0,25,0,0,263,0,0,26,0,32,1,2,2265,4,4,0,5,1,3,36,3,25,1.0,0.33333334,1.0,18.0,1.5,25,755.0,2342,117.1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,2,1,0,12,2269,756.33331,399,216360,7820
Liberation Tigers of Tamil Eelam (LTTE),1990,1,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,21,2,35,0,0,0,0,1,0,28,0,0,11,0,0,397,0,0,50,0,36,0,3,929,2,12,0,21,0,30,48,1,11,4.1999998,0.0,10.0,24.0,0.5,11,309.66666000000004,1065,53.25,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,931,310.33333999999996,496,234157,8594
Liberation Tigers of Tamil Eelam (LTTE),1991,3,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,18,2,61,0,0,0,0,4,0,31,0,0,19,0,0,441,0,0,67,0,33,0,10,2669,16,8,0,18,0,33,41,4,19,3.5999999,0.0,11.0,20.5,2.0,19,889.66669,2812,140.60001,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,2685,895.0,521,273190,10173
Liberation Tigers of Tamil Eelam (LTTE),1992,1,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,12,2,45,0,0,0,0,1,0,2,0,0,7,0,0,224,0,0,47,0,23,0,3,13155,8,3,0,12,0,4,26,1,7,2.4000001,0.0,1.3333334,13.0,0.5,7,4385.0,13226,661.2999900000001,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,13163,4387.6665,284,119694,4355
Liberation Tigers of Tamil Eelam (LTTE),1994,3,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,16,1,39,0,0,0,0,0,0,12,0,0,3,0,0,355,0,0,133,0,22,0,4,3175,2,1,0,16,0,13,23,0,3,3.2,0.0,4.3333335,11.5,0.0,3,1058.3334,3243,162.14999,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,3,2,1,1,11,3177,1059.0,451,212521,7182
Liberation Tigers of Tamil Eelam (LTTE),1995,11,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,183,3,145,0,0,0,0,12,0,74,0,0,16,0,0,1892,0,0,807,0,203,0,12,4434,18,27,1,183,1,77,230,12,16,36.599998,0.33333334,25.666666,115.0,6.0,16,1478.0,5046,252.3,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,4452,1484.0,1970,848661,28541
Liberation Tigers of Tamil Eelam (LTTE),1996,6,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,52,3,185,0,0,0,0,18,0,71,0,0,15,0,0,1162,0,0,625,0,186,0,15,10772,226,32,1,52,1,74,218,18,15,10.4,0.33333334,24.666666,109.0,9.0,15,3590.6667,11434,571.7000099999999,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,10998,3666.0,1467,751064,26744
Liberation Tigers of Tamil Eelam (LTTE),1997,5,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,18,3,169,0,0,0,0,9,0,26,0,0,11,0,0,863,0,0,659,0,72,0,6,5676,27,16,0,18,0,29,88,9,11,3.5999999,0.0,9.666667,44.0,4.5,11,1892.0,5891,294.54999,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,5703,1901.0,986,469761,16046
Liberation Tigers of Tamil Eelam (LTTE),1998,9,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,35,10,191,0,0,0,0,18,0,31,0,0,10,0,0,1054,0,0,437,0,97,0,19,2,38,15,2,35,2,41,112,18,10,7.0,0.66666669,13.666667000000002,56.0,9.0,10,0.66666669,290,14.5,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,40,13.333332999999998,900,487927,17142
Liberation Tigers of Tamil Eelam (LTTE),1999,11,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,201,8,281,0,0,0,0,7,0,51,0,0,14,0,0,1070,0,0,245,0,128,0,6,5996,48,17,0,201,0,59,145,7,14,40.200001,0.0,19.666666,72.5,3.5,14,1998.6666,6490,324.5,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,6044,2014.6666,1016,535463,17720
Liberation Tigers of Tamil Eelam (LTTE),2000,15,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,85,9,505,0,0,0,0,26,0,90,0,0,53,0,0,1907,0,0,454,0,200,0,20,5402,51,47,2,85,2,99,247,26,53,17.0,0.66666669,33.0,123.5,13.0,53,1800.6666,6085,304.25,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,5453,1817.6666,1866,1025913,32397
Liberation Tigers of Tamil Eelam (LTTE),2001,6,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,28,4,317,0,0,0,0,12,10,64,0,0,21,0,0,703,0,0,106,0,163,0,17,4878,128,34,1,38,1,68,197,12,21,7.599999900000001,0.33333334,22.666666,98.5,6.0,21,1626.0,5407,270.35001,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,14,5006,1668.6666,945,684114,25921
Liberation Tigers of Tamil Eelam (LTTE),2002,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,34,9,377,0,0,0,0,13,0,68,0,0,17,2,0,1499,0,0,141,0,144,0,14,3,66,30,3,36,3,77,174,13,17,7.1999998,1.0,25.666666,87.0,6.5,17,1.0,434,21.700001,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,1,1,1,14,69,23.0,1030,784130,27031
Liberation Tigers of Tamil Eelam (LTTE),2003,1,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,27,7,227,0,0,0,0,24,1,19,0,0,7,0,0,1479,0,0,277,0,148,0,21,756,37,19,4,28,4,26,167,24,7,5.5999999,1.3333334,8.666667,83.5,12.0,7,252.0,1090,54.5,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,1,1,1,14,793,264.33333999999996,932,739305,24874
Liberation Tigers of Tamil Eelam (LTTE),2004,1,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,52,6,188,0,0,0,0,18,0,86,0,0,21,0,0,1324,0,0,116,0,140,0,22,37,23,27,0,52,0,92,167,18,21,10.4,0.0,30.666665999999996,83.5,9.0,21,12.333333,469,23.450001,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,1,1,1,12,60,20.0,960,714866,24333
Liberation Tigers of Tamil Eelam (LTTE),2005,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,133,49,305,0,0,0,0,41,10,186,0,0,37,0,0,2101,0,0,203,0,451,3,43,14095,72,51,3,143,6,235,502,41,37,28.6,2.0,78.333336,251.0,20.5,37,4698.3335,15178,758.90002,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,15,14167,4722.3335,1224,1126312,39941
Liberation Tigers of Tamil Eelam (LTTE),2006,8,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,166,19,615,0,0,0,0,15,3,120,0,0,104,0,0,4173,0,0,478,0,366,0,34,17189,65,47,3,169,3,139,413,15,104,33.799999,1.0,46.333332,206.5,7.5,104,5729.6665,18179,908.9500099999999,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,14,17254,5751.3335,2042,1369304,40877
Liberation Tigers of Tamil Eelam (LTTE),2007,5,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,52,15,601,0,0,0,0,10,0,58,0,0,52,0,0,1426,0,0,172,0,247,0,7,21362,118,30,0,52,0,73,277,10,52,10.4,0.0,24.333334,138.5,5.0,52,7120.6665,21992,1099.6,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,1,1,1,12,21480,7160.0,1453,881392,30220
Liberation Tigers of Tamil Eelam (LTTE),2008,10,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,180,4,335,0,0,0,0,25,0,58,0,0,33,0,0,1028,0,0,155,0,166,0,16,19060,107,22,2,180,2,62,188,25,33,36.0,0.66666669,20.666666,94.0,12.5,33,6353.3335,19711,985.5499900000001,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,19167,6389.0,1795,961415,31670
Liberation Tigers of Tamil Eelam (LTTE),2009,12,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,94,46,599,0,0,0,0,207,3,580,0,2,65,0,0,2945,0,0,182,0,470,0,59,15124,227,99,6,97,6,626,569,209,65,19.4,2.0,208.66666999999998,284.5,104.5,65,5041.3335,17111,855.5499900000001,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3,2,1,1,15,15351,5117.0,3701,2427362,86709
Liberation Tigers of Tamil Eelam (LTTE),2010,0,Liberation Tigers of Tamil Eelam (LTTE),Sri Lanka,780,55.0,186,,,,,,,,,,55,40,11,686,0,0,0,0,26,0,81,0,0,32,0,0,958,0,0,48,0,138,0,22,1528,42,19,3,40,3,92,157,26,32,8.0,1.0,30.666665999999996,78.5,13.0,32,509.33334,1948,97.400002,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,1570,523.33331,1167,868863,31294
Lord's Resistance Army (LRA),1994,0,Lord's Resistance Army (LRA),"Democratic Republic of the Congo, Sudan, Uganda",490,15.0,229,,LRA: Lord's Resistance Army,,,,,,,,15,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,7,0,1,0,0,14095,0,0,0,8,0,0,1,0,2,1.6,0.0,0.0,0.5,0.0,2,4698.3335,14106,705.2999900000001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,4,1,0,6,14095,4698.3335,29,12831,373
Lord's Resistance Army (LRA),1995,0,Lord's Resistance Army (LRA),"Democratic Republic of the Congo, Sudan, Uganda",490,15.0,229,,LRA: Lord's Resistance Army,,,,,,,,15,4,0,2,0,0,0,0,0,0,0,0,0,11,0,0,52,0,0,47,0,5,0,1,7505,1,1,0,4,0,0,6,0,11,0.80000001,0.0,0.0,3.0,0.0,11,2501.6667,7527,376.35001,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,2,5,1,0,9,7506,2502.0,65,39054,1381
Lord's Resistance Army (LRA),2000,0,Lord's Resistance Army (LRA),"Democratic Republic of the Congo, Sudan, Uganda",490,15.0,229,,LRA: Lord's Resistance Army,,,,,,,,15,181,1,89,0,0,0,0,10,0,67,0,0,28,0,0,654,0,0,142,0,109,0,1,5033,9,10,0,181,0,68,119,10,28,36.200001,0.0,22.666666,59.5,5.0,28,1677.6666,5475,273.75,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,5,1,1,12,5042,1680.6666,518,336761,12394
Lord's Resistance Army (LRA),2001,0,Lord's Resistance Army (LRA),"Democratic Republic of the Congo, Sudan, Uganda",490,15.0,229,,LRA: Lord's Resistance Army,,,,,,,,15,29,4,31,0,0,0,0,2,0,35,0,0,34,0,0,402,0,0,75,0,129,0,4,19060,8,14,1,29,1,39,143,2,34,5.8000002,0.33333334,13.0,71.5,1.0,34,6353.3335,19321,966.0499900000001,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,5,1,1,13,19068,6356.0,383,220484,8378
Lord's Resistance Army (LRA),2002,0,Lord's Resistance Army (LRA),"Democratic Republic of the Congo, Sudan, Uganda",490,15.0,229,,LRA: Lord's Resistance Army,,,,,,,,15,150,9,130,0,0,0,0,4,0,43,0,0,40,0,0,1030,0,0,566,0,280,0,9,14800,21,42,1,150,1,52,322,4,40,30.0,0.33333334,17.333334,161.0,2.0,40,4933.3335,15413,770.65002,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,5,1,1,13,14821,4940.3335,1602,702431,25670
