gtd_gname,year,suicide,name,base,cow_id1,tios_groupid,gtd_countrycode,marob_orgid,acled_name1,acled_name2,acled_name3,acled_name4,acled_name5,acled_name6,acled_name7,acled_name8,groupid,church,clinic,court,cultural,financial,foodbank,hospital,loan,madrassa,medic,medical,microloan,militia,minister,mosque,news,party,police,radio,reconstruction,school,septic,shadow,social,sport,teacher,trash,religion,infrastructure,health,education,finance,security,religionmean,infrastructuremean,healthmean,educationmean,financemean,securitymean,socialmean,total,totalmean,churchdich,madrassadich,ministerdich,mosquedich,reconstructiondich,septicdich,trashdich,clinicdich,hospitaldich,medicdich,schooldich,teacherdich,loandich,microloandich,militiadich,culturaldich,socialdich,sportdich,courtdich,newsdich,radiodich,eduhealthdiversity,numgroups,educationdich,healthdich,totdivcount,society,societymean,artcount,words,sentences
Kurdistan Workers' Party (PKK),1995,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,4,1,96,0,0,0,0,5,0,9,0,0,16,0,0,315,0,0,35,0,36,0,14,21362,9,18,0,4,0,10,54,5,16,0.80000001,0.0,3.3333333,27.0,2.5,16,7120.6665,21469,1073.45,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,5,1,1,12,21371,7123.6665,479,298414,10885
Kurdistan Workers' Party (PKK),1996,2,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,32,1,72,0,0,0,0,5,0,9,0,0,14,0,0,287,0,0,20,0,17,0,8,15428,7,9,0,32,0,10,26,5,14,6.4000001,0.0,3.3333333,13.0,2.5,14,5142.6665,15559,777.9500099999999,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,10,1,1,12,15435,5145.0,382,264627,9700
Kurdistan Workers' Party (PKK),1996,2,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2736,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,912.0,2736,136.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,10,0,0,3,2736,912.0,3,2374,88
Kurdistan Workers' Party (PKK),1997,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,5,5,60,0,0,0,0,0,0,10,0,0,23,0,0,251,0,0,12,0,29,0,3,196,4,5,0,5,0,15,34,0,23,1.0,0.0,5.0,17.0,0.0,23,65.333336,287,14.35,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,3,6,1,1,11,200,66.666664,238,151898,5623
Kurdistan Workers' Party (PKK),1997,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,1,0,0,15,0,0,0,0,0,1,1,0,2,0.0,0.0,0.33333334,0.5,0.0,2,5.0,19,0.94999999,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,6,1,0,5,15,5.0,4,2086,70
Kurdistan Workers' Party (PKK),1998,1,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,13,3,201,0,0,0,0,2,0,13,0,0,9,0,0,311,0,0,15,0,36,0,4,4878,6,16,1,13,1,16,52,2,9,2.5999999,0.33333334,5.3333335,26.0,1.0,9,1626.0,4988,249.39999,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,9,1,1,13,4884,1628.0,391,242911,9114
Kurdistan Workers' Party (PKK),1998,1,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,196,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,65.333336,196,9.8000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,2,196,65.333336,6,3244,107
Kurdistan Workers' Party (PKK),1999,7,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,36,2,1057,0,0,0,0,22,0,23,0,0,26,0,0,1094,0,0,52,0,133,0,10,2265,33,39,3,36,3,25,172,22,26,7.1999998,1.0,8.333333,86.0,11.0,26,755.0,2625,131.25,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,8,1,1,13,2298,766.0,1141,809019,31236
Kurdistan Workers' Party (PKK),2000,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,11,2,145,0,0,0,0,2,0,7,0,0,10,0,0,127,0,0,6,0,21,0,2,37,2,3,0,11,0,9,24,2,10,2.2,0.0,3.0,12.0,1.0,10,12.333333,104,5.1999998,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,8,1,1,12,39,13.0,164,139802,5472
Kurdistan Workers' Party (PKK),2001,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,13,2,73,0,0,0,0,3,2,15,0,0,6,0,0,79,0,0,7,0,31,0,3,1321,6,7,1,15,1,17,38,3,6,3.0,0.33333334,5.6666665,19.0,1.5,6,440.33334,1407,70.349998,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,8,1,1,14,1327,442.33334,134,164823,6925
Kurdistan Workers' Party (PKK),2003,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,1,1,118,0,0,0,0,27,0,6,0,0,42,0,0,167,0,0,12,0,41,0,8,3175,8,8,0,1,0,7,49,27,42,0.2,0.0,2.3333333,24.5,13.5,42,1058.3334,3323,166.14999,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,8,1,1,12,3183,1061.0,261,253083,9675
Kurdistan Workers' Party (PKK),2003,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,509.33334,1528,76.400002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,2,1528,509.33334,1,236,5
Kurdistan Workers' Party (PKK),2004,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,41,0,60,0,0,0,0,1,0,4,0,0,6,0,0,58,0,0,8,0,33,0,4,929,6,3,0,41,0,4,36,1,6,8.199999799999999,0.0,1.3333334,18.0,0.5,6,309.66666000000004,1024,51.200001,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,8,1,0,11,935,311.66666000000004,91,96222,3588
Kurdistan Workers' Party (PKK),2004,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,15,0,0,0,0,3,0,3,0,0,0,0,0,272,0,0,1,0,3,0,0,2052,0,2,0,0,0,3,5,3,0,0.0,0.0,1.0,2.5,1.5,0,684.0,2063,103.15,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,2,8,1,0,8,2052,684.0,199,66342,2082
Kurdistan Workers' Party (PKK),2005,1,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,13,0,184,0,0,0,0,1,0,6,0,0,2,0,0,317,0,0,19,0,59,0,5,5145,2,10,0,13,0,6,69,1,2,2.5999999,0.0,2.0,34.5,0.5,2,1715.0,5246,262.29999,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,7,1,0,11,5147,1715.6666,383,323237,12457
Kurdistan Workers' Party (PKK),2005,1,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,94,0,0,1,0,4,0,0,4,0,1,0,0,0,1,5,0,1,0.0,0.0,0.33333334,2.5,0.0,1,1.3333334,11,0.55000001,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,2,7,1,0,8,4,1.3333334,58,19142,561
Kurdistan Workers' Party (PKK),2006,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,42,5,296,0,0,0,0,14,0,34,0,0,125,0,0,1684,0,0,87,0,200,0,29,1320,19,82,2,42,2,39,282,14,125,8.3999996,0.66666669,13.0,141.0,7.0,125,440.0,1868,93.400002,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,8,1,1,13,1339,446.33334,1416,1175808,35182
Kurdistan Workers' Party (PKK),2006,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4.6666665,14,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8,0,0,3,14,4.6666665,25,8611,207
Kurdistan Workers' Party (PKK),2007,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,38,11,438,0,0,0,0,34,0,78,0,0,194,0,0,2901,0,0,177,0,193,0,38,1517,27,56,6,38,6,89,249,34,194,7.599999900000001,2.0,29.666665999999996,124.5,17.0,194,505.66666,2191,109.55,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,7,1,1,13,1544,514.66669,2715,2385542,76484
Kurdistan Workers' Party (PKK),2007,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,48,0,0,3,0,1,0,0,1,1,1,0,0,0,0,2,1,0,0.0,0.0,0.0,1.0,0.5,0,0.33333334,6,0.30000001,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,2,7,1,0,8,2,0.66666669,23,15156,406
Kurdistan Workers' Party (PKK),2008,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,48,4,471,0,0,0,0,22,0,78,0,0,137,0,0,1834,0,0,77,0,113,0,13,5676,13,43,2,48,2,82,156,22,137,9.6000004,0.66666669,27.333334000000004,78.0,11.0,137,1892.0,6175,308.75,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,9,1,1,13,5689,1896.3334,1607,1376920,42830
Kurdistan Workers' Party (PKK),2008,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,52.0,156,7.8000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9,0,0,3,156,52.0,19,6662,205
Kurdistan Workers' Party (PKK),2009,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,9,2,512,0,0,0,0,2,0,19,0,0,34,0,0,604,0,0,41,0,74,0,16,2,16,43,1,9,1,21,117,2,34,1.8,0.33333334,7.0,58.5,1.0,34,0.66666669,228,11.4,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,5,1,1,13,18,6.0,677,729720,21202
Kurdistan Workers' Party (PKK),2009,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,19,0,2,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0,6.3333335,21,1.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,5,1,0,5,19,6.3333335,4,2770,78
Kurdistan Workers' Party (PKK),2010,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,10,2,471,0,0,0,0,8,0,10,0,0,28,0,0,706,0,0,45,0,54,0,8,5402,24,32,0,10,0,12,86,8,28,2.0,0.0,4.0,43.0,4.0,28,1800.6666,5586,279.29999,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,6,1,1,12,5426,1808.6666,691,689446,21879
Kurdistan Workers' Party (PKK),2010,0,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1320,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.5,0.0,0,440.0,1321,66.050003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,6,1,0,4,1320,440.0,5,2857,82
Kurdistan Workers' Party (PKK),2011,2,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,13,5,662,0,0,0,0,33,0,33,0,0,34,0,0,2113,0,0,80,0,198,0,38,756,62,92,3,13,3,38,290,33,34,2.5999999,1.0,12.666667,145.0,16.5,34,252.0,1261,63.049999,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,6,1,1,13,818,272.66666000000004,1774,1572256,59628
Kurdistan Workers' Party (PKK),2012,2,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,43,6,1213,0,0,0,0,28,0,82,0,0,117,0,0,1539,0,0,66,0,596,0,55,12595,58,178,18,43,18,88,774,28,117,8.6000004,6.0,29.333334000000004,387.0,14.0,117,4198.3335,13797,689.84998,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,7,1,1,13,12653,4217.6665,2658,2379377,84692
Kurdistan Workers' Party (PKK),2012,2,PKK/KONGRA-GEL,Turkey,640,192.0,209,,,,,,,,,,192,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,505.66666,1517,75.849998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,2,1517,505.66666,1,524,19
Kurdistan Workers' Party (PKK),2013,0,Kurdistan Workers' Party (PKK),Turkey,640,398.0,209,,,,,,,,,,398,18,3,480,0,0,0,0,24,1,45,0,0,80,0,0,1518,0,0,59,0,245,0,57,5855,94,49,3,19,3,48,294,24,80,3.8,1.0,16.0,147.0,12.0,80,1951.6666,6467,323.35001,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,7,1,1,14,5949,1983.0,2100,1962405,70056
Lashkar-e-Jhangvi,1996,0,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,7505,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0,2501.6667,7507,375.35001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,12,1,0,3,7505,2501.6667,4,2700,88
Lashkar-e-Jhangvi,1998,0,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,15124,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,1,5041.3335,15126,756.2999900000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,15,1,0,5,15124,5041.3335,6,2528,85
Lashkar-e-Jhangvi,1999,0,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,2,0,0,15428,0,1,0,0,0,0,3,0,3,0.0,0.0,0.0,1.5,0.0,3,5142.6665,15434,771.7000099999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,2,13,1,0,6,15428,5142.6665,8,2421,67
Lashkar-e-Jhangvi,2000,0,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21362,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,7120.6665,21363,1068.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,15,0,0,4,21362,7120.6665,3,1001,28
Lashkar-e-Jhangvi,2001,0,Lashkar-e-Jabbar (LeJ),"India, Kashmir",750,334.0,92,,,,,,,,,,334,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,6,0,1,2052,0,0,0,0,0,2,6,0,0,0.0,0.0,0.66666669,3.0,0.0,0,684.0,2060,103.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,2,20,1,1,7,2052,684.0,14,12787,466
Lashkar-e-Jhangvi,2001,0,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,26,0,9,0,0,0,0,9,0,1,0,0,3,0,0,21,0,0,1,0,12,0,0,12589,0,2,0,26,0,1,14,9,3,5.1999998,0.0,0.33333334,7.0,4.5,3,4196.3335,12643,632.15002,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,2,20,1,0,10,12589,4196.3335,23,17326,594
Lashkar-e-Jhangvi,2002,0,Lashkar-e-Jabbar (LeJ),"India, Kashmir",750,334.0,92,,,,,,,,,,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1528,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,509.33334,1528,76.400002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,0,0,2,1528,509.33334,2,1767,80
Lashkar-e-Jhangvi,2002,0,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,56,0,65,0,0,0,0,1,13,6,0,0,11,0,0,149,0,0,29,0,98,0,0,19060,2,10,0,69,0,6,108,1,11,13.8,0.0,2.0,54.0,0.5,11,6353.3335,19261,963.0499900000001,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,22,1,0,12,19062,6354.0,145,95246,3375
Lashkar-e-Jhangvi,2003,1,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,3,1,24,0,0,0,0,0,0,2,0,0,3,0,0,100,0,0,2,0,6,0,0,13888,3,0,0,3,0,3,6,0,3,0.60000002,0.0,1.0,3.0,0.0,3,4629.3335,13906,695.2999900000001,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,2,19,1,1,10,13891,4630.3335,64,38094,1294
Lashkar-e-Jhangvi,2004,1,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,0,1,17,0,0,0,0,0,4,1,0,0,0,0,0,58,0,0,1,0,11,0,0,4434,1,1,0,4,0,2,12,0,0,0.80000001,0.0,0.66666669,6.0,0.0,0,1478.0,4453,222.64999,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,3,19,1,1,10,4435,1478.3334,47,31261,1088
Lashkar-e-Jhangvi,2005,0,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,13,0,5,0,0,0,0,0,5,1,0,0,0,0,0,38,0,0,0,0,18,0,2,7660,1,3,0,18,0,1,21,0,0,3.5999999,0.0,0.33333334,10.5,0.0,0,2553.3333,7701,385.04999,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,2,20,1,0,9,7661,2553.6667,44,25500,813
Lashkar-e-Jhangvi,2006,1,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,2,0,34,0,0,0,0,0,4,0,0,0,2,0,0,62,0,0,3,0,13,0,2,8411,3,1,0,6,0,0,14,0,2,1.2,0.0,0.0,7.0,0.0,2,2803.6667,8438,421.89999000000006,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,2,20,1,0,10,8414,2804.6667,56,43982,1534
Lashkar-e-Jhangvi,2009,1,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,5,1,69,0,0,0,0,5,9,17,0,0,4,0,0,206,0,0,5,0,78,0,2,2265,8,10,0,14,0,18,88,5,4,2.8,0.0,6.0,44.0,2.5,4,755.0,2404,120.2,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,18,1,1,13,2273,757.66669,167,185107,6431
Lashkar-e-Jhangvi,2010,2,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,0,1,79,0,0,0,0,17,7,9,0,0,2,0,0,187,0,0,2,0,45,0,5,18453,1,2,0,7,0,10,47,17,2,1.4,0.0,3.3333333,23.5,8.5,2,6151.0,18549,927.4500099999999,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,18,1,1,12,18454,6151.3335,158,128555,4240
Lashkar-e-Jhangvi,2011,2,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,5,0,126,0,0,0,0,1,1,17,0,0,5,0,0,267,0,0,27,0,34,0,4,13155,11,6,0,6,0,17,40,1,5,1.2,0.0,5.6666665,20.0,0.5,5,4385.0,13239,661.9500099999999,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,17,1,0,12,13166,4388.6665,197,178804,5722
Lashkar-e-Jhangvi,2012,2,Lashkar-e-Jabbar (LeJ),"India, Kashmir",750,334.0,92,,,,,,,,,,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,252.0,756,37.799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,2,756,252.0,1,539,17
Lashkar-e-Jhangvi,2012,2,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,13,6,129,0,0,0,0,0,3,20,0,0,5,0,0,127,0,0,0,0,27,0,0,10772,3,5,0,16,0,26,32,0,5,3.2,0.0,8.666667,16.0,0.0,5,3590.6667,10858,542.90002,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,3,18,1,1,11,10775,3591.6667,120,109339,3435
Lashkar-e-Jhangvi,2013,9,Lashkar-e-Jhangvi (LeJ),"India, Pakistan",750,147.0,92,,,,,,,,,,147,1,4,119,0,0,0,0,6,8,12,0,0,11,0,0,333,0,0,52,0,42,0,4,14095,10,8,0,9,0,16,50,6,11,1.8,0.0,5.3333335,25.0,3.0,11,4698.3335,14219,710.9500099999999,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,10,1,1,13,14105,4701.6665,260,226707,7532
Lashkar-e-Omar,2002,1,Lashkar-I-Omar,Pakistan,770,408.0,153,,,,,,,,,,408,17,0,4,0,0,0,1,0,1,3,0,0,1,0,0,32,0,0,0,0,35,0,0,17189,1,1,0,18,0,4,36,0,1,3.5999999,0.0,1.3333334,18.0,0.0,1,5729.6665,17250,862.5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,3,11,1,1,11,17190,5730.0,43,40506,1570
Lashkar-e-Taiba (LeT),1999,1,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,0,0,4,0,0,0,0,1,0,1,0,0,5,0,0,105,0,0,8,0,4,0,2,18453,0,0,0,0,0,1,4,1,5,0.0,0.0,0.33333334,2.0,0.5,5,6151.0,18465,923.25,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,13,1,0,8,18453,6151.0,85,49746,1686
Lashkar-e-Taiba (LeT),2000,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,0,0,10,0,0,0,0,2,0,3,0,0,5,0,0,137,0,0,13,0,14,0,5,12589,2,2,0,0,0,3,16,2,5,0.0,0.0,1.0,8.0,1.0,5,4196.3335,12618,630.90002,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,15,1,0,10,12591,4197.0,127,105680,3849
Lashkar-e-Taiba (LeT),2001,4,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,5,1,33,0,0,0,0,5,9,8,0,0,18,0,0,255,0,0,40,0,69,0,3,7660,8,3,0,14,0,9,72,5,18,2.8,0.0,3.0,36.0,2.5,18,2553.3333,7790,389.5,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,20,1,1,13,7668,2556.0,320,275728,10175
Lashkar-e-Taiba (LeT),2002,2,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,14,0,31,0,0,0,0,1,39,4,0,0,5,0,0,211,0,0,18,0,114,0,11,15124,1,9,0,53,0,4,123,1,5,10.6,0.0,1.3333334,61.5,0.5,5,5041.3335,15312,765.59998,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,22,1,0,12,15125,5041.6665,312,278723,10631
Lashkar-e-Taiba (LeT),2003,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,39,2,155,0,0,0,0,1,4,4,0,0,2,0,0,100,0,0,10,0,28,0,5,3175,10,18,0,43,0,6,46,1,2,8.6000004,0.0,2.0,23.0,0.5,2,1058.3334,3283,164.14999,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,19,1,1,13,3185,1061.6666,141,130980,5136
Lashkar-e-Taiba (LeT),2004,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,10,1,229,0,0,0,0,1,3,67,0,0,6,0,0,145,0,0,1,0,57,0,3,37,8,9,0,13,0,68,66,1,6,2.5999999,0.0,22.666666,33.0,0.5,6,12.333333,199,9.9499998,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,19,1,1,13,45,15.0,145,128057,4743
Lashkar-e-Taiba (LeT),2005,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,13,1,95,0,0,0,0,1,73,54,0,0,5,0,0,174,0,0,5,0,97,0,1,2265,4,5,0,86,0,55,102,1,5,17.200001,0.0,18.333334,51.0,0.5,5,755.0,2518,125.9,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,20,1,1,13,2269,756.33331,162,140165,5268
Lashkar-e-Taiba (LeT),2006,0,Lashkar-e-Taiba (LeT),"India, Kashmir, Pakistan",750,112.0,92,,,,,,,,,,112,21,6,145,0,0,0,0,2,31,21,0,0,5,0,0,301,0,0,7,0,62,0,1,2669,3,18,0,52,0,27,80,2,5,10.4,0.0,9.0,40.0,1.0,5,889.66669,2840,142.0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,20,1,1,13,2672,890.66669,265,240444,8963
